gene;ratio;pval;qval
Fam76a;-0.314;0.601268324;0.847405058
Caap1;0.376;0.601229244;0.847405058
Kif2a;-0.196;0.600977376;0.847405058
Tbl3;-0.3;0.601707614;0.847498747
Sh3pxd2b;-0.407;0.601736154;0.847498747
Rps17;0.404;0.601671538;0.847498747
Tpk1;-0.406;0.601538715;0.847498747
Slc25a3;0.143;0.601933739;0.847498747
Abhd17b;-0.372;0.601902261;0.847498747
Naga;0.308;0.601799841;0.847498747
Acat2;0.467;0.602255616;0.847710939
Ccdc173;-0.695;0.602171946;0.847710939
Pfdn2;0.465;0.602355305;0.84773079
Batf2;-0.231;0.602828537;0.848276269
Srsf11;0.759;0.602935405;0.848306135
Cdc42ep5;0.247;0.604284086;0.848715748
Opn3;0.386;0.603914987;0.848715748
Mfsd4;0.218;0.604182921;0.848715748
Ntan1;0.377;0.603795573;0.848715748
Akr1a1;-0.354;0.604347108;0.848715748
Idh1;0.887;0.603399996;0.848715748
Dennd5b;0.453;0.604380666;0.848715748
Map2k1;0.144;0.604002799;0.848715748
Ube2a;0.32;0.60353671;0.848715748
Cml1;0.702;0.603919054;0.848715748
Clip1;0.384;0.604426137;0.848715748
Sin3a;0.338;0.604412683;0.848715748
Psmb1;0.113;0.603357864;0.848715748
Oxct1;0.075;0.603747133;0.848715748
Baiap2l1;0.135;0.604522726;0.848731055
Deptor;-0.159;0.604971103;0.848935055
Atg4b;0.445;0.604972158;0.848935055
Galk1;-0.357;0.60486521;0.848935055
Gmnn;0.424;0.605010859;0.848935055
Sap30l;-0.123;0.605629445;0.849210516
9430038I01Rik;-0.349;0.605354681;0.849210516
Cryl1;0.099;0.605433724;0.849210516
Ltv1;-0.586;0.605635849;0.849210516
Mapk1;0.185;0.605616653;0.849210516
Txlng;-0.328;0.605741519;0.849238464
Edn2;0.379;0.605863057;0.849288647
Dhx33;-0.66;0.606149759;0.849570307
Malt1;0.398;0.606755383;0.849817883
Bcl7b;0.321;0.606599512;0.849817883
Ndufa8;0.123;0.606452222;0.849817883
Puf60;0.292;0.60670307;0.849817883
Gm15500;-0.704;0.606575012;0.849817883
Fmn1;0.532;0.607563792;0.849961119
Picalm;0.237;0.607218633;0.849961119
Commd8;-0.704;0.607481352;0.849961119
Asb7;0.349;0.607303259;0.849961119
Mrpl15;-0.355;0.607629953;0.849961119
Ctnna3;-0.376;0.607428774;0.849961119
Tanc1;-0.322;0.607260046;0.849961119
Cntn3;0.172;0.607316709;0.849961119
Polr2j;-0.339;0.607047325;0.849961119
Chd7;-0.562;0.607910658;0.850233701
Tm4sf4;0.294;0.608129917;0.85030023
Ufc1;0.199;0.6081107;0.85030023
Apoa1bp;0.304;0.608651071;0.850422721
2310033P09Rik;-0.353;0.608862991;0.850422721
Ptpn18;0.263;0.608836848;0.850422721
2510002D24Rik;-0.744;0.609200184;0.850422721
Kctd2;-0.332;0.608699149;0.850422721
Arid1a;-0.311;0.608396228;0.850422721
Bet1;-0.281;0.609247817;0.850422721
Smco4;0.378;0.608973444;0.850422721
Zfand3;0.258;0.609127561;0.850422721
Srp68;-0.307;0.609130416;0.850422721
Nme2;-0.251;0.608725414;0.850422721
Irgm1;-0.373;0.608328863;0.850422721
Trafd1;-0.294;0.609586204;0.850494801
Sec22b;0.122;0.609411746;0.850494801
Nudt16l1;-0.506;0.609509894;0.850494801
Ndufb8;-0.136;0.609642916;0.850494801
Pfkp;0.259;0.610367017;0.850785999
Gemin7;-0.319;0.610328118;0.850785999
Commd6;-0.242;0.61026207;0.850785999
Dtl;0.253;0.610333584;0.850785999
Uchl3;-0.355;0.61010917;0.850785999
Rxrb;0.445;0.610017234;0.850785999
Atp5k;0.676;0.610592709;0.850980833
Ube2v2;0.348;0.610889905;0.851275254
Irf9;-0.421;0.611139832;0.851383972
Naip6;0.334;0.611119899;0.851383972
Herc4;-0.355;0.611537298;0.851777741
Gm10401;0.37;0.611594477;0.851777741
Hyal3;-0.375;0.611862276;0.852030908
Kcnh7;-0.374;0.612379258;0.852088453
Hsp90b1;0.671;0.612451997;0.852088453
Zfp451;-0.356;0.612229697;0.852088453
Dpysl2;-0.085;0.612067355;0.852088453
Capn6;-0.367;0.612572028;0.852088453
Rps23;-0.848;0.612389065;0.852088453
Trp53i13;0.453;0.612169698;0.852088453
Sipa1l3;0.424;0.612591809;0.852088453
Zfp617;0.427;0.612809149;0.852271079
Nenf;0.347;0.612959378;0.852360331
Ttc4;0.363;0.61305692;0.852376304
Hipk2;0.253;0.613618979;0.852828783
Tomm40;-0.322;0.61364066;0.852828783
Apool;-0.588;0.613640654;0.852828783
Tmem242;-0.337;0.614423709;0.85291149
Cd59a;0.349;0.613856015;0.85291149
Ap1g1;0.592;0.61442941;0.85291149
Gga3;0.347;0.614260726;0.85291149
Cnppd1;-0.337;0.614147379;0.85291149
Eri3;-0.552;0.61441505;0.85291149
Vps29;-0.498;0.614063757;0.85291149
Scaper;-0.36;0.614475153;0.85291149
Terf2ip;0.171;0.614208289;0.85291149
Ddx47;0.425;0.614584727;0.852944054
Tcea1;0.508;0.615066018;0.85301441
Tecr;-0.538;0.614952671;0.85301441
Kdelc2;0.33;0.614797598;0.85301441
Utp23;0.508;0.614911635;0.85301441
4933427D14Rik;-0.45;0.615010004;0.85301441
Gls;0.433;0.615454642;0.853433883
Gabarapl1;-0.368;0.615594785;0.853508727
Rab6a;0.089;0.616081669;0.853601978
Npepps;-0.259;0.615878667;0.853601978
Camk2d;0.107;0.615961827;0.853601978
Ccnk;0.452;0.615926831;0.853601978
Mrpl14;0.172;0.616092937;0.853601978
Fam53c;-0.358;0.616322125;0.853680695
Atl3;0.339;0.616250715;0.853680695
Rabepk;-0.364;0.616465792;0.8537603
Ucp2;-0.148;0.616684474;0.853943761
Dync1i2;0.479;0.616805775;0.85399234
Iqgap1;-0.339;0.617265296;0.854255803
Klhl20;0.217;0.617341044;0.854255803
Nub1;-0.191;0.617223942;0.854255803
Gm7389;0.089;0.617227701;0.854255803
Fcf1;-0.378;0.617632261;0.854539398
Irf2bpl;-0.596;0.617829963;0.854693545
Fubp3;0.343;0.618086691;0.854711778
Agk;-0.359;0.618188307;0.854711778
Hnf4g;0.463;0.618154471;0.854711778
Gm42464;0.377;0.617929808;0.854711778
Cacul1;-0.557;0.61860127;0.855163375
Anks4b;-0.117;0.618765287;0.855270746
Kif21b;-0.213;0.61996801;0.855355042
Mlycd;-0.298;0.6193644;0.855355042
Gabpa;0.315;0.620207967;0.855355042
Ebna1bp2;-0.264;0.618936515;0.855355042
Eif4g1;0.154;0.620177666;0.855355042
Uty;0.596;0.620200046;0.855355042
3110002H16Rik;0.349;0.619876945;0.855355042
Prex2;-0.117;0.619791764;0.855355042
Cfap97;0.356;0.619566626;0.855355042
Sez6;-0.341;0.619831228;0.855355042
Zfp68;0.356;0.620074036;0.855355042
Trappc6b;0.511;0.619805699;0.855355042
Ccdc114;-0.365;0.619916997;0.855355042
Adcy6;0.213;0.619439147;0.855355042
Mtch2;-0.226;0.619160115;0.855355042
Gm5601;0.301;0.619266831;0.855355042
B4galt3;-0.1;0.620696702;0.855909903
Pde9a;0.221;0.621157385;0.856250046
Vps41;-0.219;0.621202709;0.856250046
Ppp1r9a;0.344;0.621039474;0.856250046
Sirt7;-0.39;0.62143945;0.856399764
Smap2;-0.26;0.621664529;0.856399764
Gm8909;0.278;0.621830096;0.856399764
Eif3c;-0.219;0.621665543;0.856399764
Apobec1;0.252;0.621756268;0.856399764
Gm37428;0.362;0.621823586;0.856399764
Mrpl18;0.119;0.62214146;0.856709462
Pdxdc1;-0.485;0.62253625;0.856810393
Rqcd1;0.184;0.622560767;0.856810393
Rab3gap1;-0.305;0.622527919;0.856810393
Ang;-0.334;0.622425654;0.856810393
Ube2f;-0.387;0.622881594;0.857132842
Zdhhc21;0.216;0.623317895;0.857521995
B4gat1;0.498;0.623337543;0.857521995
Urgcp;-0.392;0.62370543;0.857551677
Nr3c2;0.722;0.623557299;0.857551677
Kdm7a;-0.208;0.623587971;0.857551677
Dctn2;0.165;0.623664201;0.857551677
Socs2;0.256;0.623981856;0.857725305
Dis3l;-0.562;0.624019135;0.857725305
Dlat;-0.176;0.624165457;0.857725305
Pyroxd1;0.462;0.624257138;0.857725305
Nanog;0.314;0.624264687;0.857725305
Aff4;-0.129;0.624767961;0.858178707
Epb41;-0.487;0.624766955;0.858178707
Hmgcl;0.12;0.625687541;0.859322669
Aldh6a1;-0.432;0.625792443;0.859347587
Gprin3;0.322;0.625901364;0.859378016
Mmrn2;-0.349;0.626019273;0.859420775
Cln8;-0.345;0.626158031;0.859492143
Vta1;0.427;0.626407949;0.859696463
Hint1;0.071;0.626567266;0.859696463
Srp9;0.16;0.62654425;0.859696463
Cox17;-0.097;0.626950685;0.859984286
Rc3h2;0.351;0.626945008;0.859984286
Vdac2;-0.069;0.62705076;0.860002461
Neu1;-0.213;0.627487498;0.860244106
Dynll1;0.368;0.627435931;0.860244106
Xrcc3;-0.351;0.627454265;0.860244106
Ndufb10;0.601;0.627950102;0.860401958
Fez2;-0.251;0.627823623;0.860401958
Dhrs7b;-0.289;0.627874993;0.860401958
Mocs2;0.135;0.627878353;0.860401958
Tial1;-0.342;0.628074504;0.860453384
Cyhr1;-0.205;0.628235634;0.860555103
Cog2;-0.332;0.628845243;0.860781429
Dot1l;-0.247;0.629096089;0.860781429
Plac8;0.206;0.628592263;0.860781429
Ube2l6;-0.238;0.629076095;0.860781429
Mat2b;-0.151;0.628933916;0.860781429
Rassf1;0.181;0.628490223;0.860781429
Jund;0.083;0.628879098;0.860781429
Zswim6;0.343;0.628923147;0.860781429
Rpf1;0.375;0.629554476;0.860849272
Abr;0.676;0.629606442;0.860849272
Xpo6;-0.417;0.629546893;0.860849272
Scyl3;-0.33;0.629927867;0.860849272
Osbpl7;-0.351;0.629857912;0.860849272
Klhl12;-0.286;0.629753763;0.860849272
Wdr33;-0.255;0.62984877;0.860849272
Actr8;-0.47;0.629772236;0.860849272
Fam83h;0.328;0.629711779;0.860849272
Calm3;0.111;0.630323291;0.860914533
Ski;-0.168;0.63016555;0.860914533
Tmem41b;-0.351;0.630260481;0.860914533
Phc3;-0.524;0.630318325;0.860914533
Rint1;0.435;0.630592082;0.8610496
Trim2;0.714;0.630622089;0.8610496
Pdcd7;-0.267;0.630682973;0.8610496
Dennd2d;0.368;0.631084772;0.86147942
Zfp592;0.241;0.631255854;0.861594217
Blvra;0.347;0.631593984;0.86175585
Fnbp1l;0.348;0.631488181;0.86175585
Nadsyn1;0.243;0.631722284;0.86175585
Smc6;-0.488;0.631682608;0.86175585
Rnf114;0.198;0.632087203;0.861897543
Usp28;0.326;0.632012752;0.861897543
Tmem246;0.27;0.632074544;0.861897543
Ascc2;0.379;0.632391245;0.862193432
Cuta;0.247;0.632765704;0.862585232
Atp5c1;0.175;0.633111371;0.862596375
Socs3;0.439;0.6332964;0.862596375
Paqr7;0.437;0.633111104;0.862596375
Ick;0.287;0.633127206;0.862596375
Gatad2b;-0.169;0.633148342;0.862596375
Dlst;-0.079;0.633209817;0.862596375
Hint3;0.473;0.633588674;0.86267978
Aasdh;0.331;0.633793111;0.86267978
Defa24;-0.638;0.633713041;0.86267978
Cdk12;-0.345;0.6336703;0.86267978
Ccdc32;0.188;0.633643638;0.86267978
Ywhaq;-0.255;0.634121243;0.862816218
Mrps35;-0.286;0.634416004;0.862816218
Tbl1xr1;0.425;0.634312215;0.862816218
Topors;-0.308;0.63402554;0.862816218
Gucd1;-0.428;0.634158868;0.862816218
Crot;0.209;0.634344041;0.862816218
Epn1;-0.155;0.635301544;0.863506553
Tm9sf1;0.284;0.635773907;0.863506553
Supt7l;-0.697;0.635497084;0.863506553
Elmo2;-0.269;0.635730275;0.863506553
Psmd11;0.172;0.635682274;0.863506553
Rnpepl1;0.693;0.6357302;0.863506553
Map3k4;-0.307;0.635627262;0.863506553
Scfd1;-0.39;0.635795385;0.863506553
Bean1;0.177;0.635645761;0.863506553
Ndufb8;-0.348;0.635561643;0.863506553
Stard6;0.326;0.635920531;0.863558111
Mmgt1;0.316;0.636009091;0.863559979
Mrpl1;0.247;0.636181722;0.863674438
Luzp1;0.711;0.636354977;0.863674438
Mar-08;-0.676;0.636313369;0.863674438
Dnajc30;0.193;0.636452282;0.863688156
Maf1;0.134;0.636744758;0.863906174
Hspa1b;-0.501;0.636787378;0.863906174
Sec61b;-0.092;0.637056099;0.864152377
Vwce;0.508;0.637341989;0.864421799
Eps15l1;-0.306;0.637600071;0.864653437
Il17ra;-0.351;0.637882775;0.864918397
Tmsb4x;-0.144;0.638276866;0.865334295
Mpc2;0.363;0.63837401;0.865347553
Zfp369;-0.39;0.638741168;0.865545972
4933434E20Rik;-0.17;0.638782539;0.865545972
Ppp6r2;-0.342;0.638618789;0.865545972
Arhgef3;-0.309;0.63908962;0.865843617
Txnip;-0.12;0.639354357;0.865965392
Zfp663;-0.182;0.63927522;0.865965392
Aifm1;0.217;0.640023434;0.866753091
Pih1d1;0.277;0.640316796;0.867031834
Fgf9;-0.353;0.640435065;0.867044533
Gm29072;-0.328;0.640501247;0.867044533
Smim6;0.303;0.640844239;0.86733414
Znfx1;0.328;0.640890315;0.86733414
Ing4;0.279;0.641242219;0.867691827
Cstf3;-0.328;0.641634091;0.867797284
Sp140;-0.498;0.641670602;0.867797284
Mef2a;0.269;0.641414511;0.867797284
D630003M21Rik;0.291;0.64157361;0.867797284
Ccne1;-0.29;0.642031034;0.868111785
Slc25a51;0.091;0.642078439;0.868111785
Aqp3;-0.216;0.642251494;0.868227248
Calr;-0.147;0.642724899;0.868630117
Rp2;-0.158;0.642712351;0.868630117
Vps11;-0.306;0.643116481;0.868990067
Gch1;-0.138;0.643166702;0.868990067
Phf23;-0.369;0.643681717;0.869567295
Sipa1l3;0.681;0.64381932;0.869634579
Ube2d3;-0.655;0.644110724;0.869797709
Smg5;-0.477;0.644115719;0.869797709
4833439L19Rik;0.477;0.644376252;0.869912331
Eci2;0.407;0.644340516;0.869912331
Rala;0.123;0.644724153;0.870100885
Birc6;-0.362;0.64468742;0.870100885
Rpl37;-0.164;0.644867299;0.870100885
Sh3d19;-0.158;0.644781608;0.870100885
Hdlbp;0.285;0.645185446;0.870411583
Tbc1d13;-0.214;0.646125542;0.870494219
Tubgcp6;-0.344;0.645729592;0.870494219
Naaladl1;0.521;0.645726052;0.870494219
Elmod2;-0.527;0.646102832;0.870494219
Ddhd1;0.431;0.646042659;0.870494219
Lrrc41;0.413;0.646059749;0.870494219
Svip;0.323;0.645343843;0.870494219
Dhx37;-0.462;0.645697592;0.870494219
Galnt15;-0.407;0.645815486;0.870494219
Ube2l3;0.104;0.645751397;0.870494219
Mlx;-0.481;0.646310736;0.870525993
Tuba1c;0.091;0.646324902;0.870525993
Dctn1;-0.57;0.646480446;0.870579612
Nmd3;0.1;0.646540497;0.870579612
Gm561;-0.323;0.646764704;0.870644794
Cldn23;0.318;0.646723706;0.870644794
Pdlim2;0.224;0.647029744;0.870709947
Mrpl33;0.551;0.647164728;0.870709947
Tomm6;0.719;0.647145397;0.870709947
Glo1;-0.138;0.64713324;0.870709947
Tsta3;0.15;0.647288312;0.870757942
Mthfsd;0.182;0.647631882;0.870983543
Tusc2;0.268;0.647595273;0.870983543
Lypla1;-0.557;0.647728123;0.870994713
Stat3;-0.524;0.647848347;0.871038127
Mpc1;0.366;0.648287234;0.871384314
Mpzl2;0.248;0.648543112;0.871384314
Snx4;0.174;0.648406397;0.871384314
Zc3h3;-0.321;0.648545701;0.871384314
Gm5987;-0.511;0.648346495;0.871384314
Tet2;0.414;0.648651012;0.871407606
Ralgapa2;-0.418;0.64904539;0.871631281
Oat;0.123;0.649151783;0.871631281
Zfp148;-0.281;0.648957027;0.871631281
Jmjd8;-0.376;0.649169506;0.871631281
Parva;-0.437;0.649370574;0.871783076
Ptprc;-0.18;0.649577086;0.871942138
Nck1;-0.352;0.649718008;0.872013126
Gm4332;-0.346;0.650201014;0.872543157
Fbxo8;0.134;0.65035915;0.872637142
Atp13a3;-0.211;0.650802402;0.873113611
Akr1b7;-0.089;0.651426448;0.873433701
Snx17;0.337;0.651585266;0.873433701
Srsf2;-0.679;0.651559601;0.873433701
Nlrp6;0.646;0.651581749;0.873433701
Parp4;0.243;0.65174644;0.873433701
Osbpl6;-0.318;0.651431103;0.873433701
Skiv2l2;0.308;0.651702995;0.873433701
Mar-02;-0.274;0.651462354;0.873433701
Stx12;0.105;0.651950453;0.873470748
Ndufb2;0.255;0.651939756;0.873470748
Crebrf;0.167;0.652111015;0.873567704
A430005L14Rik;-0.331;0.652297006;0.873698695
Pigq;-0.448;0.652590024;0.873709976
Flot1;0.248;0.652597224;0.873709976
Erbb2ip;-0.207;0.652746473;0.873709976
Brwd3;0.316;0.652535655;0.873709976
Atp6v1b2;0.109;0.652745802;0.873709976
Slc23a1;-0.293;0.652863234;0.873748187
Zmynd11;-0.217;0.654016137;0.874563065
Bfar;0.512;0.654580488;0.874563065
Numa1;0.509;0.654093549;0.874563065
Cltb;0.222;0.654472348;0.874563065
Mst1r;-0.246;0.654796536;0.874563065
Foxj3;-0.463;0.654497609;0.874563065
Scyl2;-0.425;0.654655053;0.874563065
Arhgef18;-0.252;0.653803324;0.874563065
Larp4;0.244;0.654665104;0.874563065
Hsd17b2;0.28;0.654770445;0.874563065
Gcnt2;0.409;0.654068657;0.874563065
Ube2n;0.292;0.654424387;0.874563065
Trappc2l;-0.263;0.653580076;0.874563065
Tm6sf2;-0.524;0.654031659;0.874563065
Camk2b;0.357;0.653921537;0.874563065
Ttc14;-0.442;0.654943763;0.874641766
Ftsj3;0.568;0.655195457;0.874859936
Smdt1;0.258;0.655353589;0.874953133
Rpl10a;-0.168;0.655449931;0.874963823
Commd2;0.297;0.655562777;0.874996537
Oxld1;0.321;0.656393879;0.875219916
Mrps24;-0.541;0.655883947;0.875219916
Ntan1;0.406;0.65723228;0.875219916
Cript;0.19;0.656417916;0.875219916
Pex13;0.156;0.656846007;0.875219916
Ankrd40;-0.238;0.65695737;0.875219916
2300009A05Rik;-0.58;0.657176265;0.875219916
Tmem208;-0.521;0.657012411;0.875219916
Fam160a2;-0.366;0.656498304;0.875219916
Rhobtb3;0.276;0.656097396;0.875219916
Gtf2e2;-0.431;0.656793528;0.875219916
Ehmt1;0.355;0.656445198;0.875219916
Cnppd1;0.551;0.657180421;0.875219916
Efr3b;0.349;0.65719085;0.875219916
Gltscr1l;-0.237;0.656758177;0.875219916
Wbp4;-0.226;0.656010219;0.875219916
Cdk6;-0.166;0.656912712;0.875219916
Atp5j;0.185;0.657700101;0.87554226
Musk;0.119;0.65769928;0.87554226
Med22;-0.522;0.657739521;0.87554226
1700019G17Rik;0.313;0.657932341;0.875681247
Psmb2;-0.155;0.658130896;0.875827829
Rps19;0.325;0.658932365;0.875899867
Abhd17a;0.375;0.660118488;0.875899867
Pkp2;0.229;0.658707198;0.875899867
Ttc3;-0.324;0.659584522;0.875899867
Piga;0.619;0.658830223;0.875899867
Acat1;0.105;0.660074184;0.875899867
Sec23ip;0.408;0.659332867;0.875899867
Gstk1;-0.229;0.659630762;0.875899867
Pde4c;-0.326;0.658888516;0.875899867
Bub3;-0.274;0.659963125;0.875899867
Tceb1;-0.366;0.659888037;0.875899867
Smarcb1;0.353;0.658785377;0.875899867
Armc9;-0.312;0.660130491;0.875899867
Hyal2;0.204;0.658436789;0.875899867
Ralgapa1;-0.492;0.659972214;0.875899867
Usp25;0.093;0.659684489;0.875899867
Sdr39u1;0.346;0.659580465;0.875899867
Fam227a;0.11;0.659485273;0.875899867
Nabp2;-0.137;0.6600072;0.875899867
Necap1;0.153;0.658948607;0.875899867
Mrps25;-0.321;0.659868605;0.875899867
Cd36;0.314;0.658551606;0.875899867
Atp2c1;0.564;0.660413532;0.876158055
Kdm1b;0.415;0.660934786;0.876370719
Trpv2;-0.168;0.660832901;0.876370719
Arhgap18;-0.157;0.660934305;0.876370719
Cbx4;0.322;0.660708478;0.876370719
Ndufa6;0.061;0.661016218;0.876370719
Alg5;0.336;0.661263473;0.876556985
Ube2d3;0.386;0.661429246;0.876556985
Tmem186;0.354;0.661599194;0.876556985
Arl5a;-0.237;0.661559745;0.876556985
Ptpre;0.41;0.661495189;0.876556985
Hnrnpul1;0.439;0.661869868;0.87679832
Gm13139;0.31;0.662067193;0.876825183
Piga;-0.681;0.662046949;0.876825183
Eml4;-0.516;0.662165158;0.876837686
Plekhg6;0.131;0.662693817;0.877303162
Fam160a1;0.457;0.662659966;0.877303162
Nkx6-1;0.155;0.663205148;0.877862754
Cog4;-0.258;0.66373573;0.87797842
Polr3h;0.686;0.663671952;0.87797842
Tgfbi;0.114;0.663522975;0.87797842
Zfp229;0.341;0.663684682;0.87797842
Psap;0.131;0.663648288;0.87797842
Mut;-0.175;0.664601461;0.879006206
Abhd13;0.149;0.665621125;0.879716171
Tmem175;-0.168;0.665587851;0.879716171
Hopx;-0.074;0.665525873;0.879716171
Smchd1;0.387;0.665515899;0.879716171
Hmgcs1;-0.171;0.665397067;0.879716171
RP23-371K18.2;-0.313;0.665671146;0.879716171
Tmed9;-0.286;0.665989409;0.880019357
Ldlr;0.238;0.666169421;0.880080955
Gcc2;-0.294;0.666302582;0.880080955
Gcc2;-0.294;0.666302582;0.880080955
Rbm26;0.31;0.666546639;0.88012481
Zdhhc4;-0.325;0.666602355;0.88012481
Naa30;-0.306;0.666433809;0.88012481
Nelfe;-0.29;0.66675678;0.88017873
Med25;0.317;0.666998642;0.88017873
Mrpl2;-0.255;0.666835767;0.88017873
Gm14667;0.117;0.666946917;0.88017873
Ythdf2;-0.189;0.667282718;0.880436303
Snrnp27;0.267;0.667530807;0.88052905
Itgb6;-0.242;0.667515944;0.88052905
Ndufa5;-0.287;0.667754238;0.880706489
Ankrd17;0.288;0.667883718;0.88075163
Abcg5;0.142;0.667966304;0.88075163
Wbp1l;0.423;0.668089495;0.880796812
Nudt5;0.216;0.668242478;0.880881255
2310035C23Rik;-0.167;0.66845431;0.881043238
Slc22a13b-ps;-0.294;0.668782516;0.88105609
Tfrc;-0.434;0.668671111;0.88105609
Med9;-0.231;0.668721465;0.88105609
Cnksr1;0.435;0.668819863;0.88105609
S100b;-0.259;0.669029976;0.88121568
Gm10273;0.372;0.669491202;0.881705938
Fam76b;0.372;0.669825939;0.881962848
Fcgbp;-0.193;0.669912032;0.881962848
Peak1;0.207;0.669953405;0.881962848
Ppp2cb;0.288;0.670177222;0.882023038
Fdx1l;0.301;0.670141455;0.882023038
Mcmdc2;0.17;0.670293363;0.88205869
Arg2;0.252;0.670496231;0.882170568
Slc51b;-0.231;0.670734634;0.882170568
Mbl2;0.265;0.670655576;0.882170568
Eif4a2;0.565;0.670642455;0.882170568
Acad11;-0.086;0.670890602;0.882258552
1110008P14Rik;0.417;0.67100193;0.882287815
Sap130;-0.275;0.671248325;0.882377526
Atg14;0.418;0.671182559;0.882377526
Srsf3;0.323;0.671594942;0.882514429
Wdr45;-0.572;0.671812906;0.882514429
Ssh2;0.131;0.671782991;0.882514429
Fam134a;-0.333;0.671887058;0.882514429
Slc25a25;0.336;0.671645557;0.882514429
Itpr1;0.286;0.67160833;0.882514429
Ahdc1;-0.152;0.672941462;0.882598194
Asun;-0.482;0.672436696;0.882598194
Picalm;-0.286;0.672461883;0.882598194
Sobp;-0.248;0.672342015;0.882598194
Ndfip2;-0.709;0.672860514;0.882598194
Dcun1d1;0.779;0.672542605;0.882598194
Hnrnpa3;0.454;0.672737709;0.882598194
Mrpl53;0.335;0.673020107;0.882598194
Chd9;-0.235;0.672174861;0.882598194
Sco1;0.331;0.672243725;0.882598194
Senp7;-0.317;0.672940184;0.882598194
Pcdh10;-0.3;0.672863131;0.882598194
Bfar;0.31;0.67491478;0.883421072
Ugcg;-0.091;0.674690199;0.883421072
Psma3;0.109;0.674583735;0.883421072
Mtmr1;0.425;0.673767854;0.883421072
Elovl1;-0.317;0.675159123;0.883421072
Cebpg;-0.114;0.674870584;0.883421072
E430018J23Rik;-0.268;0.674905176;0.883421072
Lgals3;-0.44;0.674158246;0.883421072
Tgfbrap1;-0.311;0.675013894;0.883421072
Vps25;-0.194;0.674199481;0.883421072
4930453N24Rik;0.364;0.674741156;0.883421072
Mccc1;0.458;0.675134738;0.883421072
Pbx1;-0.168;0.675156351;0.883421072
Dhx40;0.366;0.674081349;0.883421072
Adamtsl5;0.219;0.674574562;0.883421072
Trmt1l;-0.643;0.674213769;0.883421072
Srrm2;-0.083;0.675163807;0.883421072
Ociad2;0.229;0.675488672;0.883496011
Nr2f1;-0.129;0.675452405;0.883496011
Plcl2;-0.298;0.675331222;0.883496011
Pdzd3;0.25;0.675640051;0.883577331
Slc25a10;0.131;0.676135912;0.883677882
Asxl2;-0.077;0.675891974;0.883677882
Fam166a;-0.075;0.676163015;0.883677882
Bdp1;-0.29;0.676044367;0.883677882
Gm14794;0.268;0.675996899;0.883677882
Tyro3;-0.44;0.676686462;0.884245305
Dad1;0.147;0.676847038;0.884300873
Hcfc1;0.396;0.676907544;0.884300873
Pbx2;-0.245;0.677013749;0.884322983
Gpkow;0.34;0.67761766;0.88441992
Cdk2ap1;-0.522;0.677671937;0.88441992
Ugt1a7c;-0.365;0.677952569;0.88441992
Pcmtd2;0.612;0.677944514;0.88441992
Commd1;-0.469;0.677939696;0.88441992
Asxl1;-0.292;0.677781274;0.88441992
Adck1;-0.501;0.677257512;0.88441992
Kat2b;-0.264;0.677980864;0.88441992
Ppp1r2;-0.416;0.677650142;0.88441992
Zfp964;0.403;0.677285739;0.88441992
Snx7;0.374;0.678167219;0.884546525
Rtkn2;-0.302;0.67829579;0.884597736
Sumf1;0.227;0.678412664;0.884612237
Prpf18;-0.237;0.678485529;0.884612237
Nktr;-0.266;0.678693599;0.884625637
Pigb;-0.307;0.678588748;0.884625637
Rab3ip;0.184;0.678763739;0.884625637
Txlng;-0.513;0.67893125;0.884680048
Tff3;-0.188;0.678984121;0.884680048
Mcoln1;-0.327;0.679120347;0.88474116
Idh2;-0.427;0.679330377;0.884898394
Faah;-0.337;0.67950998;0.885015957
Ccdc12;-0.225;0.679719248;0.885172121
Rpl22;-0.231;0.679879625;0.885264584
1700021F05Rik;-0.304;0.680131249;0.885381619
Slc30a2;-0.339;0.68020306;0.885381619
Dazap2;0.065;0.68023767;0.885381619
Fam214b;0.083;0.680469868;0.88540681
Mfap1b;0.19;0.68085977;0.88540681
Tie1;-0.301;0.680583204;0.88540681
Uvrag;-0.339;0.680955648;0.88540681
Ppard;0.156;0.680355727;0.88540681
Vwa1;0.306;0.680972143;0.88540681
N4bp1;0.126;0.680700689;0.88540681
Crp;-0.303;0.680820656;0.88540681
Rnf130;-0.306;0.681478771;0.885600528
G2e3;-0.152;0.68125413;0.885600528
Keap1;0.171;0.681395232;0.885600528
Rlim;0.255;0.681451705;0.885600528
Sri;-0.23;0.682206394;0.885645763
Trub2;0.441;0.682125477;0.885645763
Mrpl51;-0.137;0.682061128;0.885645763
Uqcrc2;0.073;0.681990015;0.885645763
Brms1;0.205;0.681936919;0.885645763
Slc25a17;-0.284;0.681772022;0.885645763
Hacd2;-0.171;0.68194622;0.885645763
Carhsp1;-0.153;0.682228892;0.885645763
Rbm4b;0.068;0.682456595;0.885655408
Mrpl20;-0.321;0.682504567;0.885655408
Nrarp;0.268;0.682441821;0.885655408
Fam222b;-0.313;0.682614322;0.885681799
Egln2;0.16;0.68303843;0.886115999
Det1;-0.196;0.683483226;0.886463771
Tmem170b;0.196;0.683485494;0.886463771
Dhfr;0.16;0.683771961;0.886487265
Nutf2-ps1;-0.3;0.683803623;0.886487265
Pon2;0.334;0.683722631;0.886487265
Lpar1;0.137;0.683861605;0.886487265
Slc17a5;0.485;0.68400098;0.886551911
